0,p_id
12.3413043478261,2
13.2901204819277,1
13.0064864864865,3
14.22,4
15.2913333333333,5
12.6893333333333,6
14.6570731707317,7
13.778,8
14.2776,9
13.6825806451613,10
13.125,11
16.5684615384615,12
14.0724242424242,13
13.2829411764706,14
13.8672222222222,15
12.8573333333333,16
14.2829411764706,17
12.5494117647059,19
14.2013043478261,20
15.443125,21
12.3923076923077,22
13.1165789473684,23
14.3658333333333,24
17.81375,25
12.7611111111111,26
16.251,27
1.83411615824778,1
0.826781198237148,2
2.04421978625943,3
1.20794246551729,4
0.871276247151599,5
0.520026082458161,6
1.28943639607086,7
1.31464555724213,8
1.73868312236589,9
0.662057236911006,10
0.680514511233964,11
1.06142806560856,12
1.06765815661847,13
0.892533097295709,14
1.14518772287993,15
0.9504116470512,16
1.31217730096287,17
1.1524885884572,19
1.13527050980583,20
1.41823933896245,21
0.945954472611338,22
1.46302403652049,23
2.52038457498,24
1.25777515213703,25
1.36703177469138,26
2.34960796436488,27
